שם תחנה,מספר תחנה,תאריך,"כמות גשם יומית(מ""מ)",קוד גשם יומי()
אפרתה                                             ,247220,03/01/2022,0.1,0
אלעזר                                             ,247215,03/01/2022,0.1,5
אילת                                              ,347704,03/01/2022,0.3,0
אילת מאוישת                                       ,347702,03/01/2022,0.3,7
עין החורש                                         ,131598,03/01/2022,0.1,0
עין החורש מאוישת                                  ,131599,03/01/2022,0.2,0
עין צורים                                         ,141350,03/01/2022,0.9,0
עינת                                              ,135496,03/01/2022,0,9
ארז                                               ,143160,03/01/2022,0.2,0
אשל הנשיא                                         ,251451,03/01/2022,0.2,7
עזוז                                              ,253745,03/01/2022,0.1,0
גת מאוישת                                         ,142302,03/01/2022,0.1,0
גברעם                                             ,142898,03/01/2022,0.3,7
גיתית                                             ,241296,03/01/2022,0.2,0
גבעת ברנר                                         ,138401,03/01/2022,0.1,0
חפץ חיים                                          ,138946,03/01/2022,0.3,0
חפץ חיים מאוישת                                   ,138947,03/01/2022,0.2,0
היוגב                                             ,221252,03/01/2022,0.2,0
חצור אשדוד                                        ,140249,03/01/2022,0.9,0
ג'ת                                               ,131282,03/01/2022,0.1,0
כרמייה                                            ,142802,03/01/2022,0.2,7
כפר עציון                                         ,247370,03/01/2022,0.1,5
כפר גליקסון                                       ,122097,03/01/2022,2,7
כפר מסריק                                         ,111001,03/01/2022,0.1,0
כפר מנחם                                          ,140852,03/01/2022,0.2,5
כפר פינס                                          ,130502,03/01/2022,1.2,0
כפר תפוח                                          ,241361,03/01/2022,0.1,0
כפר ורבורג                                        ,140950,03/01/2022,0.9,0
כפר יהושע                                         ,220300,03/01/2022,0.1,0
"כרם מהר""ל                                         ",121142,03/01/2022,0.1,0
להב                                               ,248396,03/01/2022,0.2,0
להב מאוישת                                        ,248397,03/01/2022,0.2,0
מעברות                                            ,131801,03/01/2022,0.2,0
מעון                                              ,248370,03/01/2022,0.1,0
מחניים                                            ,311450,03/01/2022,0,9
משואות יצחק                                       ,141150,03/01/2022,0.5,0
מבקיעים                                           ,142348,03/01/2022,0.2,7
מיתר                                              ,251120,03/01/2022,0.1,0
מצר                                               ,131050,03/01/2022,1,0
מגדל עוז                                          ,247412,03/01/2022,0,9
מקוה ישראל                                        ,136650,03/01/2022,0.2,0
משגב דב                                           ,138780,03/01/2022,2.5,0
מצפה רמון                                         ,256003,03/01/2022,0.1,0
נחל עוז                                           ,143952,03/01/2022,0.2,0
נחלת יהודה                                        ,137020,03/01/2022,0,9
נחשון מאוישת                                      ,243101,03/01/2022,0.2,0
נאות סמדר                                         ,259133,03/01/2022,0.5,0
נגבה                                              ,141747,03/01/2022,0.3,0
נגבה מאוישת                                       ,141746,03/01/2022,0.3,0
נחלים                                             ,135949,03/01/2022,0,9
נחושה                                             ,247420,03/01/2022,0.4,0
נאות סמדר מאוישת                                  ,259132,03/01/2022,0.5,5
ניר בנים                                          ,141853,03/01/2022,0.5,0
ניר אליהו                                         ,134001,03/01/2022,0,9
ניר עציון                                         ,120870,03/01/2022,0,9
ניר עציון שדות                                    ,120860,03/01/2022,0,9
ניר גלים                                          ,140050,03/01/2022,4.6,0
ניר עוז                                           ,144750,03/01/2022,0,9
ניר יצחק                                          ,144902,03/01/2022,0.5,0
ניר צבי                                           ,137261,03/01/2022,0.5,0
ניצן                                              ,140855,03/01/2022,0.5,0
ניצנים קבוץ                                       ,140900,03/01/2022,0.4,0
עומר                                              ,251599,03/01/2022,0.7,0
אורות                                             ,140818,03/01/2022,0.6,0
פלמחים                                            ,137350,03/01/2022,1.5,0
קדימה                                             ,132905,03/01/2022,0,9
קדומים                                            ,241135,03/01/2022,0.1,0
קבוצת יבנה                                        ,140198,03/01/2022,3.4,0
קבוצת יבנה מאוישת                                 ,140201,03/01/2022,3.4,0
רעות                                              ,242340,03/01/2022,0.1,0
רגבים                                             ,121900,03/01/2022,0.1,0
רבדים                                             ,140300,03/01/2022,0.2,7
רביבים מאוישת                                     ,252506,03/01/2022,0.3,7
ראש העין - מקורות                                 ,135160,03/01/2022,0,9
ראש צורים                                         ,247212,03/01/2022,0.1,0
ראש צורים מאוישת                                  ,247211,03/01/2022,0.1,0
שדה בוקר                                          ,253010,03/01/2022,0.3,0
שדה בוקר מאוישת                                   ,253000,03/01/2022,0.3,0
שילה                                              ,241492,03/01/2022,0.2,0
שובל                                              ,250600,03/01/2022,0.3,0
תלמי יפה                                          ,142421,03/01/2022,0.2,7
תלמי יוסף                                         ,144960,03/01/2022,0.2,5
תל-אביב חוף                                       ,136320,03/01/2022,1.3,0
תימורים                                           ,141102,03/01/2022,2,0
יד מרדכי                                          ,143000,03/01/2022,0.5,0
יהודיה                                            ,2311572,03/01/2022,0.3,0
יכיני                                             ,144030,03/01/2022,0.2,0
יטבתה                                             ,345006,03/01/2022,0.8,0
צאלים                                             ,252296,03/01/2022,0.2,0
זיקים                                             ,142600,03/01/2022,0.2,7
צומת הנגב                                         ,252428,03/01/2022,0.2,0
צרעה                                              ,245500,03/01/2022,0.1,0
צובה                                              ,244353,03/01/2022,0.1,0
צור הדסה                                          ,246630,03/01/2022,0,9
אפק                                               ,111145,04/01/2022,0.1,0
עפולה ניר העמק                                    ,221604,04/01/2022,0.5,0
אלוני הבשן                                        ,2496501,04/01/2022,0.7,0
אלמגור                                            ,311650,04/01/2022,0.8,0
אמירים                                            ,212352,04/01/2022,2,7
עמיעד                                             ,212670,04/01/2022,1.8,0
עמיעד קיבוץ                                       ,212651,04/01/2022,1.4,0
עמיקם                                             ,121801,04/01/2022,0.4,0
אמנון                                             ,311700,04/01/2022,1,0
אשדות יעקב מאוחד                                  ,321148,04/01/2022,0.3,7
אבני איתן                                         ,2494552,04/01/2022,0.2,0
איילת השחר                                        ,311206,04/01/2022,0.3,0
איילת השחר מאוישת                                 ,311204,04/01/2022,0.2,0
בניאס שמורה                                       ,310083,04/01/2022,8.2,0
ברעם - מטעים                                      ,210803,04/01/2022,1.4,0
ברקאי                                             ,130550,04/01/2022,0.4,0
בית ג'ן                                           ,211941,04/01/2022,7.3,0
בית ינאי                                          ,131645,04/01/2022,1,5
בני דרור                                          ,133200,04/01/2022,0,9
בני יהודה                                         ,2494661,04/01/2022,0.4,0
ברכה                                              ,241145,04/01/2022,0.3,0
בית אלפא                                          ,230703,04/01/2022,0.1,7
בית דגן מאוישת                                    ,136739,04/01/2022,0,9
בית העמק                                          ,110600,04/01/2022,0.4,5
בית השיטה                                         ,230453,04/01/2022,0.2,0
בית אורן                                          ,120800,04/01/2022,1.9,0
בית קשת                                           ,214701,04/01/2022,0.1,0
בית יצחק                                          ,132475,04/01/2022,0.2,7
בית ציידה                                         ,311660,04/01/2022,0.4,0
בית זרע                                           ,320801,04/01/2022,0.2,0
בנימינה                                           ,130011,04/01/2022,0.1,7
בנימינה מערב                                      ,130020,04/01/2022,0.4,0
דפנה                                              ,310098,04/01/2022,2.5,0
דפנה מאוישת                                       ,310093,04/01/2022,2.2,0
דאלית אל-כרמל                                     ,121030,04/01/2022,3.5,5
דלייה                                             ,121500,04/01/2022,0.9,0
דגניה א'                                          ,320502,04/01/2022,0.3,0
דגניה ב'                                          ,320650,04/01/2022,0.2,7
דייר חנא                                          ,213054,04/01/2022,0.9,0
דייר חנא מאוישת                                   ,213052,04/01/2022,0.9,7
עיילבון                                           ,213201,04/01/2022,0.6,5
אל -רום                                           ,2489600,04/01/2022,7,0
עלי                                               ,241487,04/01/2022,0.3,0
אילון                                             ,210753,04/01/2022,2.3,0
אילון מאוישת                                      ,210748,04/01/2022,2.6,0
אלקנה                                             ,241381,04/01/2022,0.4,0
עין החורש                                         ,131598,04/01/2022,1.1,0
עין החורש מאוישת                                  ,131599,04/01/2022,1.1,0
עין המפרץ                                         ,110951,04/01/2022,0.6,0
עין חרוד איחוד                                    ,230253,04/01/2022,0.4,0
עין חרוד מאוחד                                    ,230300,04/01/2022,0.3,0
עין השופט                                         ,121541,04/01/2022,0.8,0
עין השופט  קיבוץ                                  ,121550,04/01/2022,1.3,0
עין השופט מאוישת                                  ,121540,04/01/2022,0.8,0
עין כרמל                                          ,121056,04/01/2022,1.5,0
אשחר                                              ,212846,04/01/2022,2,0
עברון                                             ,110502,04/01/2022,0.7,0
אייל                                              ,133850,04/01/2022,0.6,0
געש                                               ,133649,04/01/2022,0.2,0
גדות                                              ,311251,04/01/2022,0.7,0
גלעד                                              ,121852,04/01/2022,0.1,0
גלעד מאוישת                                       ,121851,04/01/2022,0.1,5
גמלא                                              ,2493350,04/01/2022,0.6,0
גמלא מאוישת                                       ,2493330,04/01/2022,0.5,0
גן שמואל                                          ,131003,04/01/2022,0,9
גיניגר                                            ,220550,04/01/2022,0.2,7
גינוסר                                            ,320099,04/01/2022,0.6,0
גבעת עוז                                          ,221751,04/01/2022,0.4,0
חדרה נמל                                          ,130970,04/01/2022,0.1,0
חדרה תחנת הכח                                     ,130981,04/01/2022,0.1,0
הגושרים                                           ,310191,04/01/2022,2.4,0
החותרים                                           ,120701,04/01/2022,0.5,7
חיפה נמל מאוישת                                   ,120202,04/01/2022,0,9
חיפה בתי זיקוק                                    ,111510,04/01/2022,0.1,0
חיפה טכניון                                       ,120530,04/01/2022,0.7,0
חיפה אוניברסיטה                                   ,120629,04/01/2022,1.3,0
חיפה אוניברסיטה מאוישת                            ,120630,04/01/2022,1.8,5
חמדיה                                             ,230601,04/01/2022,0,9
חניתה                                             ,210502,04/01/2022,2.2,0
האון                                              ,320350,04/01/2022,0.2,7
הר חרשה                                           ,241960,04/01/2022,0.1,0
הררית                                             ,213119,04/01/2022,1,0
חרשים                                             ,212171,04/01/2022,2.2,0
חרשים מאוישת                                      ,212168,04/01/2022,2.5,0
חי בר כרמל                                        ,120570,04/01/2022,2.5,5
היוגב                                             ,221252,04/01/2022,0.5,0
הזורעים                                           ,214202,04/01/2022,0.3,7
הזורע                                             ,220901,04/01/2022,0.5,5
הרצליה ב'                                         ,134110,04/01/2022,0.3,0
חורשים                                            ,134804,04/01/2022,0,9
חולה שמורה                                        ,311070,04/01/2022,0,9
חוקוק                                             ,212950,04/01/2022,0.3,0
חורפיש מרכז                                       ,211253,04/01/2022,4,0
ג'ת                                               ,131282,04/01/2022,0.8,0
כברי                                              ,211100,04/01/2022,0.9,0
כפר בלום                                          ,310552,04/01/2022,0.5,0
כפר גדעון                                         ,220981,04/01/2022,0.3,7
כפר גלעדי                                         ,210160,04/01/2022,2.1,0
כפר גלעדי מאוישת                                  ,210151,04/01/2022,2.6,0
כפר גליקסון                                       ,122097,04/01/2022,0.2,7
כפר המכבי                                         ,111650,04/01/2022,0,9
כפר הנשיא                                         ,311501,04/01/2022,0.7,0
כפר חסידים                                        ,111800,04/01/2022,0.5,7
כפר הס                                            ,133500,04/01/2022,0.3,0
כפר חיטים                                         ,213451,04/01/2022,0.4,0
כפר מסריק                                         ,111001,04/01/2022,0.6,0
כפר נחום                                          ,311656,04/01/2022,0.7,0
כפר פינס                                          ,130502,04/01/2022,0.2,7
כפר ראש הנקרה                                     ,110050,04/01/2022,0.1,7
כפר שמריהו                                        ,134101,04/01/2022,0.2,0
כפר סומיע                                         ,211472,04/01/2022,3,0
כפר סאלד                                          ,310351,04/01/2022,1.8,0
כפר תפוח                                          ,241361,04/01/2022,0.3,0
כפר יחזקאל                                        ,230050,04/01/2022,0.5,5
כפר יהושע                                         ,220300,04/01/2022,0.2,0
"כרם מהר""ל                                         ",121142,04/01/2022,1.3,0
כנרת מושבה                                        ,320405,04/01/2022,0,9
להבות הבשן                                        ,310799,04/01/2022,0.2,0
להבות חביבה                                       ,131451,04/01/2022,0.5,7
לביא                                              ,213598,04/01/2022,0.6,0
לימן                                              ,110200,04/01/2022,0.5,0
מעלה גלבוע                                        ,240090,04/01/2022,0.6,0
מעלה גלבוע מאוישת                                 ,240082,04/01/2022,0,9
מעש                                               ,136072,04/01/2022,0,9
מעברות                                            ,131801,04/01/2022,0.5,0
מעיין ברוך                                        ,310051,04/01/2022,2.4,0
מעיין צבי                                         ,121651,04/01/2022,0.2,7
מעיין צבי בריכות                                  ,121635,04/01/2022,0.2,7
מגל                                               ,131752,04/01/2022,0.5,7
מחניים                                            ,311450,04/01/2022,0.5,0
מלכייה                                            ,210453,04/01/2022,0.3,7
מסדה                                              ,320901,04/01/2022,0.1,0
מתת                                               ,211010,04/01/2022,4.2,0
מצובה                                             ,210700,04/01/2022,2.5,0
מי עמי                                            ,122502,04/01/2022,0.1,5
מגידו גן לאומי                                    ,221705,04/01/2022,0.3,0
מאיר שפיה כפר הנוער                               ,121602,04/01/2022,0.2,7
מנורים                                            ,213881,04/01/2022,0.2,7
מירב                                              ,240212,04/01/2022,0.1,7
מרחביה מושב                                       ,221521,04/01/2022,0.5,7
מרום גולן פיכמן                                   ,2496028,04/01/2022,2.4,0
מירון צפון                                        ,211605,04/01/2022,2.5,0
משושים                                            ,2492950,04/01/2022,1,0
מטולה                                             ,210062,04/01/2022,0.7,0
מצר                                               ,131050,04/01/2022,0.2,7
מעיליא                                            ,211152,04/01/2022,5.8,0
מכמנים                                            ,212840,04/01/2022,1.3,0
משגב דב                                           ,138780,04/01/2022,0,9
משמר העמק                                         ,221202,04/01/2022,1.2,0
מצפה                                              ,213652,04/01/2022,0.2,7
מזרע                                              ,220850,04/01/2022,0.3,0
מזרע מטעים                                        ,220530,04/01/2022,0.1,7
מולדת                                             ,221650,04/01/2022,0.6,0
מורשת                                             ,213240,04/01/2022,2.4,0
נחל עמוד עליון                                    ,211782,04/01/2022,2.1,0
נחל תנינים                                        ,121870,04/01/2022,0.5,0
נהרייה שכונת רסקו                                 ,110390,04/01/2022,0.4,0
נחשולים מטעים                                     ,121360,04/01/2022,0.2,0
נחשונים                                           ,136051,04/01/2022,0.2,0
נאות מרדכי                                        ,310603,04/01/2022,0.8,0
נווה יער                                          ,220048,04/01/2022,0.1,0
נווה יער מאוישת                                   ,220049,04/01/2022,0.1,5
נווה צוף                                          ,241640,04/01/2022,0.9,0
נצר סרני                                          ,137549,04/01/2022,0.1,0
מבצר נמרוד                                        ,2488800,04/01/2022,7.6,0
ניר דוד                                           ,230750,04/01/2022,0,9
ניר אליהו                                         ,134001,04/01/2022,0,9
ניר עציון                                         ,120870,04/01/2022,3.3,5
ניר עציון שדות                                    ,120860,04/01/2022,2.7,5
פארק הכרמל                                        ,120770,04/01/2022,2.5,0
פרוד                                              ,212601,04/01/2022,2.5,0
פקיעין                                            ,211401,04/01/2022,2.6,0
פסגות                                             ,242320,04/01/2022,0.1,0
קדימה                                             ,132905,04/01/2022,0,9
קרני שומרון                                       ,241220,04/01/2022,0.3,7
קדומים                                            ,241135,04/01/2022,0.3,0
קשת                                               ,2496600,04/01/2022,0.5,0
קריית טבעון                                       ,214580,04/01/2022,0.7,5
רם-און                                            ,230521,04/01/2022,0.1,5
רמת דוד                                           ,220350,04/01/2022,0,9
רמת הכובש                                         ,133782,04/01/2022,0.2,7
רמת השופט                                         ,121350,04/01/2022,2,5
רמת מגשימים                                       ,2494353,04/01/2022,0.3,0
רמת צבי                                           ,221633,04/01/2022,0.6,5
רגבים                                             ,121900,04/01/2022,0,9
רגבה                                              ,110552,04/01/2022,0.4,0
רחובות                                            ,138120,04/01/2022,0,9
ראש העין - מקורות                                 ,135160,04/01/2022,0.2,0
ראש הנקרה                                         ,110021,04/01/2022,0.1,0
ראש צורים מאוישת                                  ,247211,04/01/2022,0,9
סער                                               ,110351,04/01/2022,0.5,0
שריד                                              ,220601,04/01/2022,0.3,5
שרונה מושב                                        ,214810,04/01/2022,0.6,0
שדה אליהו מאוישת                                  ,321802,04/01/2022,0,9
שדה אילן                                          ,214101,04/01/2022,0.2,0
שדה ורבורג                                        ,133871,04/01/2022,0.3,0
שער הגולן                                         ,320850,04/01/2022,0.3,0
שמיר                                              ,310703,04/01/2022,0.6,0
שבי שומרון                                        ,241005,04/01/2022,0.2,7
שבי ציון                                          ,110521,04/01/2022,0.1,0
שפיים                                             ,133754,04/01/2022,0.2,7
שכניה                                             ,213160,04/01/2022,1.7,0
שמורת נחל מערות                                   ,121110,04/01/2022,1.4,0
תפן תעשיות                                        ,211465,04/01/2022,3,0
תל דן                                             ,310120,04/01/2022,4.5,0
תל חצור                                           ,311208,04/01/2022,0.3,0
תל קציר                                           ,320751,04/01/2022,0.2,0
תל יצחק                                           ,133399,04/01/2022,0.2,5
תל יוסף                                           ,230457,04/01/2022,0.3,0
תמרת                                              ,215051,04/01/2022,0.3,0
אום אל-פחם                                        ,122002,04/01/2022,0.1,7
אושה                                              ,111699,04/01/2022,0,9
יגור                                              ,120750,04/01/2022,0.4,5
יחד                                               ,213130,04/01/2022,0.4,0
יהודיה                                            ,2311572,04/01/2022,0.4,0
יקום                                              ,133302,04/01/2022,0.2,5
ירקון גן לאומי                                    ,135010,04/01/2022,0.2,7
יבנאל מאוישת                                      ,215452,04/01/2022,0.2,0
יחיעם                                             ,211350,04/01/2022,1.1,0
יפתח                                              ,210398,04/01/2022,0.2,0
יראון                                             ,210650,04/01/2022,0.5,7
יודפת                                             ,213173,04/01/2022,1.9,0
יונתן                                             ,2493301,04/01/2022,0.5,0
יובלים                                            ,212980,04/01/2022,1.8,0
צפת הר כנען                                       ,211890,04/01/2022,3.8,0
צפת הר כנען מאוישת                                ,211900,04/01/2022,3,0
צמח                                               ,320703,04/01/2022,0.3,0
צמח מאוישת                                        ,320702,04/01/2022,0.3,0
זכרון יעקב                                        ,121702,04/01/2022,0.1,0
זכרון יעקב מאוישת                                 ,121710,04/01/2022,0.2,7
עפולה ניר העמק                                    ,221604,05/01/2022,1.1,0
אלון הגליל                                        ,213905,05/01/2022,1,0
עמיקם                                             ,121801,05/01/2022,0.6,0
אשדות יעקב מאוחד                                  ,321148,05/01/2022,0.1,7
ברקאי                                             ,130550,05/01/2022,0,9
בני דרור                                          ,133200,05/01/2022,2,0
בית אלפא                                          ,230703,05/01/2022,0.1,7
בית דגן מאוישת                                    ,136739,05/01/2022,0,9
בית השיטה                                         ,230453,05/01/2022,0.5,7
בית לחם הגלילית                                   ,214252,05/01/2022,1,7
בית אורן                                          ,120800,05/01/2022,0.7,0
בית קשת                                           ,214701,05/01/2022,0.4,0
בית זרע                                           ,320801,05/01/2022,0.2,0
דאלית אל-כרמל                                     ,121030,05/01/2022,1.5,5
דלייה                                             ,121500,05/01/2022,0.3,0
דגניה א'                                          ,320502,05/01/2022,0.1,0
דגניה ב'                                          ,320650,05/01/2022,0.1,7
אל -רום                                           ,2489600,05/01/2022,0.1,0
עין החורש                                         ,131598,05/01/2022,0.2,0
עין החורש מאוישת                                  ,131599,05/01/2022,0.2,0
עין חרוד איחוד                                    ,230253,05/01/2022,0.3,0
עין חרוד מאוחד                                    ,230300,05/01/2022,0.4,0
עין השופט                                         ,121541,05/01/2022,0.8,0
עין השופט  קיבוץ                                  ,121550,05/01/2022,1,0
עין השופט מאוישת                                  ,121540,05/01/2022,0.7,0
עין כרמל                                          ,121056,05/01/2022,0.1,0
אייל                                              ,133850,05/01/2022,0.3,0
געש                                               ,133649,05/01/2022,4.4,0
גלעד                                              ,121852,05/01/2022,0.5,0
גלעד מאוישת                                       ,121851,05/01/2022,0.3,5
גזית                                              ,216101,05/01/2022,1.2,0
גשר                                               ,321250,05/01/2022,0.2,7
גיניגר                                            ,220550,05/01/2022,1.5,7
גבעת עוז                                          ,221751,05/01/2022,1.6,0
חיפה טכניון                                       ,120530,05/01/2022,0.2,0
חיפה אוניברסיטה                                   ,120629,05/01/2022,0.3,0
חיפה אוניברסיטה מאוישת                            ,120630,05/01/2022,0.3,5
הכפר הירוק                                        ,134840,05/01/2022,0.2,0
הכפר הירוק ידני                                   ,134771,05/01/2022,0.2,7
הרדוף                                             ,213775,05/01/2022,1.2,0
חי בר כרמל                                        ,120570,05/01/2022,0.3,5
היוגב                                             ,221252,05/01/2022,1,0
הזורעים                                           ,214202,05/01/2022,0.2,7
הזורע                                             ,220901,05/01/2022,0.5,5
הרצליה ב'                                         ,134110,05/01/2022,1,0
חורשים                                            ,134804,05/01/2022,0,9
ג'ת                                               ,131282,05/01/2022,0.3,0
כפר גדעון                                         ,220981,05/01/2022,1.5,7
כפר גלעדי מאוישת                                  ,210151,05/01/2022,0,9
כפר גליקסון                                       ,122097,05/01/2022,0.2,7
כפר חסידים                                        ,111800,05/01/2022,0.3,7
כפר הס                                            ,133500,05/01/2022,0.6,0
כפר חיטים                                         ,213451,05/01/2022,0,9
כפר שמריהו                                        ,134101,05/01/2022,1.5,0
כפר יחזקאל                                        ,230050,05/01/2022,0.5,5
כפר יהושע                                         ,220300,05/01/2022,1.5,0
"כרם מהר""ל                                         ",121142,05/01/2022,0.4,0
כנרת מושבה                                        ,320405,05/01/2022,0,9
כוכב הירדן                                        ,216255,05/01/2022,0.5,7
מעלה גלבוע                                        ,240090,05/01/2022,0.3,0
מעלה גלבוע מאוישת                                 ,240082,05/01/2022,0,9
מעיין ברוך                                        ,310051,05/01/2022,0,9
מעיין צבי                                         ,121651,05/01/2022,0.2,7
מסדה                                              ,320901,05/01/2022,0.1,0
מי עמי                                            ,122502,05/01/2022,1,5
מגידו גן לאומי                                    ,221705,05/01/2022,1.1,0
מירב                                              ,240212,05/01/2022,0.1,7
מרחביה מושב                                       ,221521,05/01/2022,1,7
מרום גולן פיכמן                                   ,2496028,05/01/2022,0.1,0
מטולה                                             ,210062,05/01/2022,0.3,5
מצר                                               ,131050,05/01/2022,0.2,7
משמר העמק                                         ,221202,05/01/2022,1.4,0
מזרע                                              ,220850,05/01/2022,1.7,0
מזרע מטעים                                        ,220530,05/01/2022,2,7
מולדת                                             ,221650,05/01/2022,0.7,0
נחל תנינים                                        ,121870,05/01/2022,0.4,0
נאות מרדכי                                        ,310603,05/01/2022,0,9
נווה יער                                          ,220048,05/01/2022,1.3,0
נווה יער מאוישת                                   ,220049,05/01/2022,1.1,5
מבצר נמרוד                                        ,2488800,05/01/2022,0,9
ניר אליהו                                         ,134001,05/01/2022,0.2,0
ניר עציון                                         ,120870,05/01/2022,0.2,5
ניר עציון שדות                                    ,120860,05/01/2022,0.1,5
פארק הכרמל                                        ,120770,05/01/2022,0.3,0
קדימה                                             ,132905,05/01/2022,0.6,0
קריית טבעון                                       ,214580,05/01/2022,1.2,5
רם-און                                            ,230521,05/01/2022,2,5
רמת דוד                                           ,220350,05/01/2022,1.7,0
רמת הכובש                                         ,133782,05/01/2022,0.5,7
רמת השופט                                         ,121350,05/01/2022,1.6,5
רמת צבי                                           ,221633,05/01/2022,1.2,5
רגבים                                             ,121900,05/01/2022,0.2,0
ראש העין - מקורות                                 ,135160,05/01/2022,0,9
שריד                                              ,220601,05/01/2022,1.7,5
שרונה מושב                                        ,214810,05/01/2022,0.3,0
שדה אליהו מאוישת                                  ,321802,05/01/2022,0,9
שדה אילן                                          ,214101,05/01/2022,0.4,0
שדה ורבורג                                        ,133871,05/01/2022,0.5,0
שפיים                                             ,133754,05/01/2022,4,7
שמורת נחל מערות                                   ,121110,05/01/2022,0.1,0
תבור כדורי                                        ,215403,05/01/2022,1.6,0
תל יצחק                                           ,133399,05/01/2022,3.8,5
תל יוסף                                           ,230457,05/01/2022,0.2,0
תמרת                                              ,215051,05/01/2022,1.2,0
אום אל-פחם                                        ,122002,05/01/2022,0.5,7
מכון וינגייט                                      ,133260,05/01/2022,4,7
יגור                                              ,120750,05/01/2022,0.3,5
יהודיה                                            ,2311572,05/01/2022,0,9
יקום                                              ,133302,05/01/2022,4.4,5
ירקון גן לאומי                                    ,135010,05/01/2022,0.1,7
יבנאל                                             ,215454,05/01/2022,0.3,0
יבנאל מאוישת                                      ,215452,05/01/2022,0.2,7
יפתח                                              ,210398,05/01/2022,0.1,0
צמח                                               ,320703,05/01/2022,0.1,0
צמח מאוישת                                        ,320702,05/01/2022,0.1,0
זכרון יעקב                                        ,121702,05/01/2022,0.2,0
זכרון יעקב מאוישת                                 ,121710,05/01/2022,0.2,7
אילת                                              ,347704,09/01/2022,7.2,0
אילת מאוישת                                       ,347702,09/01/2022,8,0
חצבה                                              ,340534,09/01/2022,1.2,0
חצבה מאוישת                                       ,340528,09/01/2022,1.1,0
נאות סמדר                                         ,259133,09/01/2022,3.4,0
נאות סמדר מאוישת                                  ,259132,09/01/2022,3.6,0
פארן                                              ,342507,09/01/2022,1.6,0
ראש צורים מאוישת                                  ,247211,09/01/2022,0,9
יטבתה                                             ,345006,09/01/2022,17.1,0
אפק                                               ,111145,13/01/2022,40.5,0
עפולה ניר העמק                                    ,221604,13/01/2022,11.1,0
אלון הגליל                                        ,213905,13/01/2022,35.5,0
אלון שבות                                         ,247206,13/01/2022,23.5,0
אלוני הבשן                                        ,2496501,13/01/2022,29.7,0
אלמגור                                            ,311650,13/01/2022,24.2,0
אלמוג מטעים                                       ,330381,13/01/2022,0.3,5
עלומים                                            ,144069,13/01/2022,15.5,0
אמירים                                            ,212352,13/01/2022,38.5,0
עמיעד                                             ,212670,13/01/2022,28.2,0
עמיעד קיבוץ                                       ,212651,13/01/2022,36.6,0
עמיקם                                             ,121801,13/01/2022,15.1,0
אמנון                                             ,311700,13/01/2022,27.1,0
ארגמן דרום                                        ,322656,13/01/2022,4.6,0
אריאל מכללה                                       ,241414,13/01/2022,17.1,0
אשדוד חווה                                        ,140150,13/01/2022,9.5,7
אשדוד נמל                                         ,140025,13/01/2022,4.1,0
אשדות יעקב מאוחד                                  ,321148,13/01/2022,13.7,0
"אשקלון קצא""א                                      ",141940,13/01/2022,22,0
אשקלון נמל                                        ,141942,13/01/2022,12.2,0
אבני איתן                                         ,2494552,13/01/2022,20.6,0
איילת השחר                                        ,311206,13/01/2022,25.5,0
איילת השחר מאוישת                                 ,311204,13/01/2022,25.2,0
בניאס שמורה                                       ,310083,13/01/2022,50,0
ברעם - מטעים                                      ,210803,13/01/2022,33.9,0
ברקאי                                             ,130550,13/01/2022,26,0
באר שבע                                           ,251691,13/01/2022,0.4,0
באר טוביה                                         ,140801,13/01/2022,10.3,0
בארי                                              ,144249,13/01/2022,15.3,0
בית ג'ן                                           ,211941,13/01/2022,62,0
בית ג'מל                                          ,246551,13/01/2022,19.2,0
בית ג'מל מאוישת                                   ,246550,13/01/2022,17.8,0
בית ינאי                                          ,131645,13/01/2022,9,7
בני דרור                                          ,133200,13/01/2022,14,0
בני יהודה                                         ,2494661,13/01/2022,21.5,0
ברכה                                              ,241145,13/01/2022,15.3,0
בשור חווה                                         ,144873,13/01/2022,0.7,0
בשור חווה מאוישת                                  ,144872,13/01/2022,0.5,5
בית אלפא                                          ,230703,13/01/2022,13,0
בית אריה                                          ,241521,13/01/2022,15.1,0
בית דגן                                           ,136741,13/01/2022,7.5,0
בית דגן מאוישת                                    ,136739,13/01/2022,7.3,0
בית אל                                            ,241985,13/01/2022,20,0
בית גוברין                                        ,247550,13/01/2022,21.5,0
בית הערבה                                         ,330210,13/01/2022,1,0
בית העמק                                          ,110600,13/01/2022,25,0
בית השיטה                                         ,230453,13/01/2022,16.6,0
בית לחם הגלילית                                   ,214252,13/01/2022,25,5
בית מאיר                                          ,243798,13/01/2022,26.5,5
בית ניר                                           ,247251,13/01/2022,30,0
בית אורן                                          ,120800,13/01/2022,22.6,0
בית קמה                                           ,250398,13/01/2022,8.2,0
בית קשת                                           ,214701,13/01/2022,17.1,0
בית יצחק                                          ,132475,13/01/2022,7,0
בית ציידה                                         ,311660,13/01/2022,19.8,0
בית זרע                                           ,320801,13/01/2022,13,0
בנימינה                                           ,130011,13/01/2022,17.6,0
בנימינה מערב                                      ,130020,13/01/2022,17.5,7
דפנה                                              ,310098,13/01/2022,56.6,0
דפנה מאוישת                                       ,310093,13/01/2022,53.6,0
דאלית אל-כרמל                                     ,121030,13/01/2022,21,0
דלייה                                             ,121500,13/01/2022,15.5,0
